GBI Store Code,GBI Store Name,GBI Store Address,Ownership,GBI Store Type,GBI Store Region,GBI Store Sub Region,GBI Store Province Municipality,Cluster,GBI Store Email Add,GBI SBU
119357,SHOPWISE MAMBALING,"Shopwise Mambaling, Cebu South Road, Basak Mambaling, Cebu City",SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,CEBU CITY,Cluster 4,store.119357@goldilocks.com,Store
113332,SHOPWISE SAN PEDRO,"A3 G/F, Shopwise San Pedro, Brgy. Landayan, San Pedro Laguna",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,SAN PEDRO,Cluster 3,store.113332@goldilocks.com,Store
700047,SIATON NEGROS ORIENTAL TM,"Brgy. 1, National Highway Siaton, Negros Oriental",FRANCHISE,Test Market,VISAYAS,CENTRAL VISAYAS,,Cluster 4,No E-mail Account,Store
115169,SIBONGA CEBU,Poblacion Sibonga Cebu 6020,SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,CEBU CITY,Cluster 4,No E-mail Account,Store
104067,SIERRA CENTRE,"Suite 104, Sierra Ctr. Bldg., #8 Domingo Guevarra St. Cor. Sierra Madre St., Mandaluyong City",FRANCHISE,Kiosk,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.104067@goldilocks.com,Store
600161,SILANG CAVITE,"#8 Toledo St., Corner Gonzales St., Silang Cavite",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,SILANG,Cluster 3,store.600161@goldilocks.com,Store
600192,SINDALAN,"G/F Arceo Bldg,. McArthur Hi-way, Sindalan, SFDO, Pampanga",COMPANY OWNED,Kiosk,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.600192@goldilocks.com,Store
119839,SINILOAN,"Bagumbarangay Siniloan, Laguna infront of Town Plaza	",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,SINILOAN,Cluster 3,No E-mail Account,Store
600006,SM 1,"G/F SM City North Edssa, Quezon City",COMPANY OWNED,Full Store,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600006@goldilocks.com,Store
600007,SM 2,"G/F SM City North Edsa, Quezon City",COMPANY OWNED,Full Store,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600007@goldilocks.com,Store
600267,SM ANGONO,"UGF 148 SM Center Angono-Manila East Road Brgy. San Isidro, Angono Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,ANGONO,Cluster 3,store.600267@goldilocks.com,Store
102214,SM BACOLOD - SU,UNIT 59 SM NORTH WING RECLAMATION AREA BACOLOD CITY NEGROS OCCIDENTAL,SUBSIDIARIES,Bakeshop,VISAYAS,WESTERN VISAYAS,BACOLOD CITY,Cluster 4,store.102214@goldilocks.com,Store
600196,SM BALIWAG,"G/F SM City Baliwag, DoÅ„a Trinidad Highway, Baliwag Bulacan",COMPANY OWNED,Bakeshop,LUZON,CENTRAL LUZON,BALIUAG,Cluster 2,store.600196@goldilocks.com,Store
600111,SM BATANGAS,"SM City Batangas, Brgy, Pallocan Kanluran, Batangas City",COMPANY OWNED,Full Store,LUZON,SOUTHERN LUZON,BATANGAS CITY,Cluster 3,store.600111@goldilocks.com,Store
600095,SM BICUTAN,"UGF SM Bicutan  DoÅ„a Soledad Avenue cor. Service Rd. Bicutan, Pque.",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.600095@goldilocks.com,Store
119830,SM BUTUAN,"Location code 122, Ground Floor, SM City Butuan, J.C. Aquino Avenue, Butuan City",SUBSIDIARIES,Bakeshop,MINDANAO,NORTHERN MINDANAO,BUTUAN CITY,Cluster 4,store.119830@goldilocks.com,Store
600223,SM CALAMBA,"G/F SM Calamba, Calamba City Laguna",COMPANY OWNED,Full Store,LUZON,SOUTHERN LUZON,CALAMBA,Cluster 3,store.600223@goldilocks.com,Store
119755,SM CDO DOWNTOWN PREMIER - SU,"G/F,SM Supermarket,SM CDO Downtown Premier,CM RectoAve.,Cor.OsmeÃ±a St.,Brgy. 24, CDO City,Misamis O",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,CAGAYAN DE ORO CITY,Cluster 4,store.119755@goldilocks.com,Store
119816,SM CDO UPTOWN,"G/F SM CDO Uptown Supermarket, SM City Davao, Zone 13, Carmen, Cagayan De Oro City, Misamis Oriental 9000",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,CAGAYAN DE ORO CITY,Cluster 4,store.119816@goldilocks.com,Store
600260,SM CENTER LAS PIÅƒAS,"Alabang Zabote Road, Barangay Talon Dos  Area Code 238, SM Center Las PiÅ„as",COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,"LAS PIÅƒAS, CITY OF",Cluster 1,store.600260@goldilocks.com,Store
115107,SM CITY CEBU,"Upper Ground Flr, Sm City Cebu, Noth Reclamation Area, Cebu City",SUBSIDIARIES,Bakeshop,VISAYAS,CENTRAL VISAYAS,CEBU CITY,Cluster 4,store.115107@goldilocks.com,Store
119716,SM CITY DAVAO - SU,"Ground Floor, SM City Davao, Ecoland Drive, Quimpo Blvd.,Matina Davao City",SUBSIDIARIES,Bakeshop,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.119716@goldilocks.com,Store
102198,SM CITY ILOILO (FX) / Mandurriao - SU,"Upper Ground Floor, SM City Mandurriao, BS Aquino Drive, Manduriao, Iloilo",SUBSIDIARIES,Bakeshop,VISAYAS,WESTERN VISAYAS,ILOILO CITY,Cluster 4,store.102198@goldilocks.com,Store
600141,SM CLARK,"G/F SM City Clark Roxas Highway Clark Special Economic Zone Clark, Pampanga",COMPANY OWNED,Full Store,LUZON,CENTRAL LUZON,ANGELES CITY,Cluster 2,store.600141@goldilocks.com,Store
115133,SM CONSOLACION,Sm Consolacion Lamac Consolacion Cebu,SUBSIDIARIES,Bakeshop,VISAYAS,CENTRAL VISAYAS,CONSOLACION,Cluster 4,store.115133@goldilocks.com,Store
600324,SM CUBAO SUPERMARKET ,"Araneta Center, Socorro Cubao Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600324@goldilocks.com,Store
600257,SM CYBERWEST,"GF, Savemore SM Cyberwest, EDSA corner West Ave. & Bulacan Streets, Brgy. Bungad, Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600257@goldilocks.com,Store
600108,SM DASMARIÅƒAS,"SM City DasmariÅ„as, Governors Drive 1 Brgy. Sampaloc, DasmariÅ„as Cavite",COMPANY OWNED,Full Store,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.600108@goldilocks.com,Store
102197,SM DELGADO - SU,"SM Delgado Annex Building, Valeria Street, Iloilo City",SUBSIDIARIES,Bakeshop,VISAYAS,WESTERN VISAYAS,ILOILO CITY,Cluster 4,store.102197@goldilocks.com,Store
600021,SM FAIRVIEW,"189 -190, 2nd//Flr.  SM Fairview,  Quezon City",COMPANY OWNED,Full Store,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600021@goldilocks.com,Store
119734,SM GENSAN - SU,"Unit 122A SM City Santiago Blvd. cor. San Miguel St. Lagao, Gen Santos City",SUBSIDIARIES,Kiosk,MINDANAO,SOUTHERN MINDANAO,GENERAL SANTOS CITY (DADIANGAS),Cluster 4,store.119734@goldilocks.com,Store
119691,SM HYPERMARKET  SEASIDE CEBU,"Lower Ground Floor, SM Seaside City Cebu, Cebu South Coastal Road",SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,CEBU CITY,Cluster 4,store.119691@goldilocks.com,Store
600434,SM HYPERMARKET ANTIPOLO,"Sm Hypermarket ANtipolo, Brgy. Dalig, Balimobing, Antipolo City",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,store.600434@goldilocks.com,Store
600350,SM HYPERMARKET BALIUAG,"SM City Baliuag, Dona Remedios Trinidad highway brgy., Pagala Baliuag Bulacan",COMPANY OWNED,Cart,LUZON,CENTRAL LUZON,BALIUAG,Cluster 2,store.600350@goldilocks.com,Store
600390,SM HYPERMARKET BICUTAN,"SM Hypermarket UGF Building B. SM City Bicutan, Dona Soledad Ave., Don Bosco. Paranaque City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.600390@goldilocks.com,Store
600286,SM HYPERMARKET FAIRVIEW,"Sm City Fairview Annex, Quirino Highway cor. Regalado Ave., Brgy. Greater Lagro, Novaliches Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600286@goldilocks.com,Store
600289,SM HYPERMARKET FTI,"G/F SM Hypermarket, FTI Complex DBP ave., Taguig City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,TAGUIG,Cluster 1,store.600289@goldilocks.com,Store
102157,SM HYPERMARKET LAOAG,"SM Hypermarket Heroes Hail Ilocano Heroes hall brgy, no.10 San Jose Laoag City",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,LAOAG CITY,Cluster 2,store.102157@goldilocks.com,Store
600377,SM HYPERMARKET LEMERY BATANGAS,"SM Hypermarket, SM Center Lemery, Illustre Ave., Cor., Calle P. Gomez St., Disctrict IV (Pobacion), Lemery Batangas",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,LEMERY,Cluster 3,store.600377@goldilocks.com,Store
600351,SM HYPERMARKET MARILAO,"SM City Marilao Mc Arthur highway brgy., Ibayo Marilao Bulacan",COMPANY OWNED,Cart,LUZON,CENTRAL LUZON,MARILAO,Cluster 2,store.600351@goldilocks.com,Store
600336,SM HYPERMARKET MOLINO,"SM Center Molino, brgy. Molino IV Bacoor Cavite City",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,BACOOR,Cluster 3,store.600336@goldilocks.com,Store
600427,SM HYPERMARKET NORTH EDSA,SM City North Edsa Cor. North Ave. Quezon City,COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600427@goldilocks.com,Store
600300,SM HYPERMARKET NOVALICHES,"SH Hypermarket Novaliches, #420 Quirino highway Talipapa D2, Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600300@goldilocks.com,Store
119800,SM HYPERMARKET POLANGUI - SU,"Sm Hypermarket Xentro Mall Ubaliw, Polangui, Albay",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,POLANGUI,Cluster 3,store.119800@goldilocks.com,Store
600376,SM HYPERMARKET PULILAN BULACAN,"SM Hypermarket, SM Centre Pulilan, Plaridel-Pulilan Diversion Roa, Santo Cristo, Pulilan, Bulacan",COMPANY OWNED,Cart,LUZON,CENTRAL LUZON,PLARIDEL,Cluster 2,store.600376@goldilocks.com,Store
102149,SM HYPERMARKET TUGUEGARAO,"SM Center Tuguegarao, Luna St., Corner Mabini St., Tuguegarao City",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,TUGUEGARAO CITY,Cluster 2,store.102149@goldilocks.com,Store
600391,SM HYPERMARKET VALENZUELA,SM Center Valenzuela Mac Arthur highway Karuhatan Valenzuela City,COMPANY OWNED,Cart,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.600391@goldilocks.com,Store
102211,SM HYPERMART CADIZ - SU,"SM Hypermarket Cadiz, Abelarde Street, Brgy Poblacion 4, Cadiz City, Negros Occidental",SUBSIDIARIES,Bakeshop,VISAYAS,WESTERN VISAYAS,CADIZ CITY,Cluster 4,store.102211@goldilocks.com,Store
115141,SM HYPERMART LAPU LAPU,Sm Hypermarket Pueblo Verde Mez 2 Basak Lapu Lapu City Cebu,SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,LAPU LAPU CITY,Cluster 4,store.115141@goldilocks.com,Store
600270,SM HYPERMART MOA,G/F SM Hypermarket Mall of Asia ,COMPANY OWNED,Cart,LUZON,MEGA SOUTH,PASAY CITY,Cluster 1,No E-mail Account,Store
119724,SM LANANG - SU,"Unit 335 SM Lanang Premier, JP Laurel Avenue, Brgy. Lanang, Davao City",SUBSIDIARIES,Kiosk,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.119724@goldilocks.com,Store
119777,SM LIPA - SU,"#029 Ground Floor SM Lipa Ayala Highway, Lipa City Batangas",SUBSIDIARIES,Full Store,LUZON,SOUTHERN LUZON,LIPA CITY,Cluster 3,store.119777@goldilocks.com,Store
600179,SM LUCENA_CART,"G/F CT 101 SM City, Lucena",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,LUCENA CITY,Cluster 3,store.600179@goldilocks.com,Store
600142,SM MALL OF ASIA,"Unit 103 - 104 G/F North Parking  Bldg. SM Mall of Asia , Pasay City",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,PASAY CITY,Cluster 1,store.600142@goldilocks.com,Store
600050,SM MANILA,"Area 127-128 SM City Manila, San Marcelino St., Ermita Manila",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600050@goldilocks.com,Store
600106,SM MARILAO,"Grd Floor SM Marilao, Mac Arthur Hway, Marilao, Bulacan",COMPANY OWNED,Full Store,LUZON,CENTRAL LUZON,MARILAO,Cluster 2,store.600106@goldilocks.com,Store
110147,SM MARKET MALL,"G/F UG09 SM Marketmall DasmariÅ„as, Congressional Ave. DasmariÅ„as Bagong Bayan, DasmariÅ„as Cavite",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.110147@goldilocks.com,Store
600228,SM MASINAG,"GF SM City Masinag, Brgy. Mayamot, Antipolo City, Rizal",COMPANY OWNED,Full Store,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,store.600228@goldilocks.com,Store
600012,SM MEGABRIDGE,"Bridgeway SM Megamall, Edsa cor. Julia Vargas, Mand. City",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.600012@goldilocks.com,Store
600011,SM MEGAMALL,"UGF Bldg. B Veranda  SM Megamall , Edsa cor. Julia Vargas, Mand. City",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.600011@goldilocks.com,Store
600131,SM MOLINO,SM Supercenter Molino,COMPANY OWNED,Full Store,LUZON,SOUTHERN LUZON,BACOOR,Cluster 3,store.600131@goldilocks.com,Store
119770,SM NAGA - SU,"Unit 158-159 G/F SM Naga City, Camarines Sur, Bicol",SUBSIDIARIES,Bakeshop,LUZON,SOUTHERN LUZON,NAGA CITY,Cluster 3,store.119770@goldilocks.com,Store
114021,SM NOVALICHES,"SM Novaliches Barangay San Bartolome, Novaliches, Quezon City",FRANCHISE,Full Store,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.114021@goldilocks.com,Store
104077,SM OLONGAPO CENTRAL,"Unit 110B, GF SM Olongapo Central, 16th Street, Olongapo, Zambales",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,OLONGAPO CITY,Cluster 2,store.104077@goldilocks.com,Store
115105,SM PAMPANGA - SU,"Unit 108-109 UGF, Sm City Pampanga, San Jose, San Fernando, Pampanga",SUBSIDIARIES,Full Store,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.115105@goldilocks.com,Store
115037,SM ROSALES,"SM City Rosales, Carmen Pangasinan",SUBSIDIARIES,Bakeshop,LUZON,NORTHERN LUZON,ROSALES,Cluster 2,store.115037@goldilocks.com,Store
600125,SM SAN LAZARO,"SM San Lazaro, Felix Huertas cor. Lacson St. Sta. Cruz, Mla.",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600125@goldilocks.com,Store
600292,SM SAN MATEO,"G/F  SM City San Mateo along General Luna ave., brgy. Ampid San Mateo Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,SAN MATEO,Cluster 3,store.600292@goldilocks.com,Store
600332,SM SAVEMORE AGORA LUCENA,C.M Recto cor. Juarez st Lucena City,COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,LUCENA CITY,Cluster 3,store.600332@goldilocks.com,Store
102133,SM SAVEMORE ALAMINOS PANGASINAN,"Fiesta Mall, Brgy. Poblacion, Quezon Ave., Alaminos City, Pangasinan",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,"ALAMINOS, CITY OF",Cluster 2,store.102133@goldilocks.com,Store
102140,SM SAVEMORE BAYOMBONG,"Savemore market Bayombong cor Dumlao boulevard and Jose Abad Santos st., brgy Don Domingo Madella Bayombong Nueva Vizcaya",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,SOLANO,Cluster 2,store.102140@goldilocks.com,Store
102134,SM SAVEMORE BINALONAN,"Corner Pardo de Tavera, Mckinley st., Binalonan Pangasinan",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,"ALAMINOS, CITY OF",Cluster 2,store.102134@goldilocks.com,Store
102146,SM SAVEMORE CABAGAN,Savemore market Xentro mall Ugad Cabagan Isabela,SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,ISABELA,Cluster 2,store.102146@goldilocks.com,Store
600319,SM SAVEMORE CAMARIN CALOOCAN,"Savemore Camarin, Camarin-Kiko Road, San Vicente, Caloocan City North, Metro Manila",COMPANY OWNED,Cart,LUZON,MEGA NORTH,CALOOCAN ,Cluster 1,store.600319@goldilocks.com,Store
102158,SM SAVEMORE CANDON,"SM Savemore market Liquete st., San Antonio Candon Ilocos Sur",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,"CANDON, CITY OF",Cluster 2,store.102158@goldilocks.com,Store
600328,SM SAVEMORE DEL MONTE QC,"Savemore Del Monte, G. Araneta Cor. Del Monte Ave., Brgy Sienna, Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600328@goldilocks.com,Store
102144,SM SAVEMORE ILAGAN 1,"Savemore market North star mall, Maharlika highway Alibagu Ilagan Isabela",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,ILAGAN,Cluster 2,store.102144@goldilocks.com,Store
115071,SM SAVEMORE JAEN,"SM Savemore Market Brgy. Gen. Antonio Jaen, Nueva Ecija",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,SAN JOSE,Cluster 2,store.115071@goldilocks.com,Store
102156,SM SAVEMORE LAOAG,"SM Savemore market Laoag Isabel bldg., 5 Sisters Mini mall JP Rizal corner Nolasco st., Laoag City",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,LAOAG CITY,Cluster 2,store.102156@goldilocks.com,Store
102220,SM SAVEMORE MARKET LIBERTAD,"Savemore Market Libertad Brgy. 40, Bacolod City, Negros Occidental",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,,Cluster 4,store.102220@goldilocks.com,Store
115069,SM SAVEMORE MEGA CENTER CABANATUAN,"SM Savemore market Mega center, Gen. Tinio and Melencia st., Cabanatuan City Nueva Ecija",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,CABANATUAN CITY,Cluster 2,store.115069@goldilocks.com,Store
600358,SM SAVEMORE MENDEZ CAVITE,"St. Joseph subd., Mendez junction west, Tagaytay City",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,TAGAYTAY CITY,Cluster 3,store.600358@goldilocks.com,Store
600346,SM SAVEMORE MEZZA,"GL, Mezza Residence Aurora Blvd., Cor Araneta Ave.,Sta Mesa Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600346@goldilocks.com,Store
600421,SM SAVEMORE NEPA Q MART,"Sm Savemore, GF and 2F 770 St., Rose Bldg., Edsa and K-G St., West Kamias Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600421@goldilocks.com,Store
119798,SM SAVEMORE PILI CAMSUR - SU,"SM Savemore Pili, Old San Roque, Pili Camarines Sur",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,DAET,Cluster 3,store.119798@goldilocks.com,Store
600367,SM SAVEMORE PRIMARK CAINTA,"SM Savemore market Primark Town Cainta Ortigas ave., Extension corner Don Celso S. Tuazon ave., San Juan Cainta Rizal",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CAINTA,Cluster 3,store.600367@goldilocks.com,Store
600344,SM SAVEMORE SAN FERNANDO (TELABASTAGAN),"Savemore Market San Fernando Pampanga, Mc Arthur highway, brgy. Telabastagan San Fernando Pampanga",COMPANY OWNED,Cart,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.600344@goldilocks.com,Store
115070,SM SAVEMORE SAN JOSE,"SM Savemore San Jose Nueva Ecija Daang Maharlika brgy Rafael Sr., San Jose City Nueva Ecija",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,SAN JOSE,Cluster 2,store.115070@goldilocks.com,Store
102142,SM SAVEMORE SANTIAGO 1,Savemore market Santiago City Pan Pacific highway cor4 lane Barrioin Malvar Santiago City,SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,"SANTIAGO, CITY OF",Cluster 2,store.102142@goldilocks.com,Store
102143,SM SAVEMORE SANTIAGO 2,"Savemore market Santiago2 brgy., Dubinan East, Santiago City",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,"SANTIAGO, CITY OF",Cluster 2,store.102143@goldilocks.com,Store
600314,SM SAVEMORE SHOE AVENUE MARIKINA,"306 Shoe Ave., Sto. Niï¿½o Marikina City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,"MARIKINA, CITY OF",Cluster 1,store.600314@goldilocks.com,Store
102141,SM SAVEMORE SOLANO 2,"Savemore market Solano2 Gaddang and Mabini st., brgy Quirino Solano Nueva Vizcaya",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,SOLANO,Cluster 2,store.102141@goldilocks.com,Store
600469,SM SAVEMORE STAR J MALABON,"Star J Bldg #7 Gov. F. Sevilla Blvd., Brgy. Tanong, Malabon",COMPANY OWNED,Cart,LUZON,MEGA NORTH,MALABON,Cluster 1,store.600469@goldilocks.com,Store
102145,SM SAVEMORE TUMAUINI,"Savemore market Xentro mall National rd., San Pedro Tumauini Isabela",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,TUMAUINI,Cluster 2,store.102145@goldilocks.com,Store
600384,SM SAVEMORE XRC ANTIPOLO,SM Savemore market Sumulong highway brgy. Mambungan Antipolo City,COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,store.600384@goldilocks.com,Store
600121,SM STA. MESA,"G/F SM Centerpoint Aurora Blvd. Cor. G. Araneta Blvd. Sta Mesa, Mla.",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600121@goldilocks.com,Store
600144,SM STA. ROSA,"Unit 1061-1062a, Ground Floor,  SM City Sta Rosa, national Highway, Tagapo, Sta Rosa City, Laguna",COMPANY OWNED,Full Store,LUZON,SOUTHERN LUZON,SANTA ROSA,Cluster 3,store.600144@goldilocks.com,Store
600054,SM SUCAT,"G/F, SM City Sucat, Dr. A. Santos Ave., Brgy. San Dionisio",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.600054@goldilocks.com,Store
600318,SM SUPERMARKET EAST ORTIGAS,"G/F SM Supermarket, SM City East Ortigas, Ortigas Ave., Extension, Pasig city",COMPANY OWNED,Cart,LUZON,MEGA NORTH,"PASIG, CITY OF",Cluster 1,store.600318@goldilocks.com,Store
600436,SM SUPERMARKET FAIRVIEW,"Sm Supermarket SM City Fairview, Quirino Highway Cor. Regaldo Ave., Brgy. Greater Lagro, Novaliches, Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600436@goldilocks.com,Store
119735,SM SUPERMARKET GENSAN - SU,"122ASm City Gensan, Santiago Blvd. Cor San Miguel St., General Santos City",SUBSIDIARIES,Cart,MINDANAO,SOUTHERN MINDANAO,GENERAL SANTOS CITY (DADIANGAS),Cluster 4,store.119735@goldilocks.com,Store
102251,SM SUPERMARKET ILOILO,"SM City Iloilo Supermarket, Manduriao, Iloilo City",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,ILOILO CITY,Cluster 4,store.102251@goldilocks.com,Store
119796,SM SUPERMARKET LUCENA - SU,"SM Supermarket Lucena SM Lucena Maharlika corner Dalahican road Ibabang Dupay Lucena City, Quezon",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,LUCENA CITY,Cluster 3,store.119796@goldilocks.com,Store
600261,SM SUPERMARKET MAKATI,"Lower Ground Floor, SM Makati Supermarket",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600261@goldilocks.com,Store
600323,SM SUPERMARKET MARIKINA,"SM Marikina, Marco Highway, Brgy. Calumpang, Marikina City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,"MARIKINA, CITY OF",Cluster 1,store.600323@goldilocks.com,Store
119797,SM SUPERMARKET NAGA - SU,"SM Supermarket Naga, SM Naga Ninoy and Cory Aquino ave., central business District II Triangulo Naga City Camarines Sur",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,NAGA CITY,Cluster 3,store.119797@goldilocks.com,Store
116431,SM SUPERMARKET SAN FERNANDO,"SM Supermarket SM City San Fernando, V. Tiomico St., Brgy. Sto.Rosario, San Fernando City Pampanga",FRANCHISE,Cart,LUZON,CENTRAL LUZON,SAN FERNANDO,Cluster 2,store.116431@goldilocks.com,Store
600407,SM SUPERMARKET SOUTHMALL,"SM SOUTHMALL, SM SUPERMARKET, ALABANG - ZAPOTE ROAD, PILAR VILLAGE, ALMANZA UNO, LAS PIÃ‘AS CITY",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"LAS PIÃ‘AS, CITY OF",Cluster 1,store.600407@goldilocks.com,Store
102161,SM SUPERMARKET URDANETA,"SM Supermarket SM City Urdaneta, Mac Arthur Highway Nancayasan, City of  Urdaneta Pangasinan",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,"URDANETA, CITY OF",Cluster 2,store.102161@goldilocks.com,Store
600204,SM TAYTAY,"Unit 105 G/F SM City Taytay, Manila East Road, Brgy Dolores, Taytay Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,TAYTAY,Cluster 3,store.600204@goldilocks.com,Store
600297,SM TRECE MARTIREZ,"LG 237 SM City Trece Martires, Gonernors Drive cor Capitol rd., bgy San Agustin Trece Martires Cavite",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,TRECE MATIRES CITY,Cluster 3,store.600297@goldilocks.com,Store
600310,SM TRECE SUPERMARKET,"Governors Drive Cor. Capitol Road, San Agustin (Pob.), Trece Martires City, Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,TRECE MATIRES CITY,Cluster 3,store.600310@goldilocks.com,Store
600308,SM TUNGKO SUPERMARKET,"Quirino Highway Cor. Kaypian Rd., Brgy Kaypian, 3023 San Jose Del Monte, Bulacan",COMPANY OWNED,Cart,LUZON,CENTRAL LUZON,"SAN JOSE DEL MONTE, CITY OF",Cluster 2,store.600308@goldilocks.com,Store
600130,SM VALENZUELA,"G/F SM Valenzuela McArthur Hi-way, Karuhatan, Valenzuela City",COMPANY OWNED,Full Store,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.600130@goldilocks.com,Store
